@Relation titanic
@ATTRIBUTE name string
@ATTRIBUTE classification {Anarchist,Anti-Globalization,Communist/Socialist,Environmental,Leftist,Nationalist/Separatist,Racist,Religious,Right-Wing_Conservative,Right-Wing_Reactionary,n/a,Other}
@ATTRIBUTE continent {Africa,Australia-Oceania,Central_America_and_Caribbean,Central_Asia,East_&_Southeast_Asia,Europe,Middle_East,North_America,South_America,South_Asia}
@ATTRIBUTE victimType {Abortion_Related,Airports_&_Airlines,Business,Educational_Institution,Food_or_Water_Supply,Government_(Diplomatic),Government_(General),Journalists_&_Media,Maritime,Military,NGO,Other,Police,Private_Citizens_&_Property,Religious_Figures/Institutions,Telecommunication,Terrorists,Tourists,Transportation,Unknown,Utilities,Violent_Political_Party}
@ATTRIBUTE attackType {Armed_Assault,Assassination,Bombing/Explosion,Facility/Infrastructure_Attack,Hijacking,Hostage_Taking_(Barricade_Incident),Hostage_Taking_(Kidnapping),Unarmed_Assault,Unknown}
@DATA
Red_Flag_(Venezuela),Communist/Socialist,South_America,Business,Hostage_Taking_(Kidnapping)
OPR-33,Anarchist,South_America,Journalists_&_Media,Hostage_Taking_(Kidnapping)
Black_September,Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Popular_Revolutionary_Resistance_Group,Leftist,Europe,Government_(Diplomatic),Bombing/Explosion
Black_September,Nationalist/Separatist,North_America,Government_(Diplomatic),Bombing/Explosion
Black_September,Nationalist/Separatist,North_America,Government_(Diplomatic),Bombing/Explosion
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Military,Armed_Assault
Masada_Action_and_Defense_Movement,Racist,Europe,Business,Bombing/Explosion
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Africa,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Black_September,Nationalist/Separatist,Middle_East,Other,Bombing/Explosion
Ulster_Volunteer_Force_(UVF),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Resistance_Liberation_and_Independence_Organization_(AAA),Other,Europe,Military,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Black_September,Nationalist/Separatist,East_&_Southeast_Asia,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Black_September,Nationalist/Separatist,Europe,Other,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Other,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Ulster_Volunteer_Force_(UVF),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Coalition_of_National_Brigades,Leftist,Central_America_and_Caribbean,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Black_September,Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Bombing/Explosion
Black_September,Nationalist/Separatist,Middle_East,Government_(Diplomatic),Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Black_September,Nationalist/Separatist,Africa,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Black_September,Nationalist/Separatist,Middle_East,Maritime,Bombing/Explosion
Greek_Anti-Dictatorial_Youth_(EAN),Nationalist/Separatist,Europe,Government_(General),Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Government_(Diplomatic),Assassination
Black_September,Nationalist/Separatist,Europe,Government_(Diplomatic),Armed_Assault
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Armed_Assault
Black_September,Nationalist/Separatist,Middle_East,Utilities,Bombing/Explosion
National_Youth_Resistance_Organization,Other,Europe,Business,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Assassination
Black_September,Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Black_September,Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Black_December,Nationalist/Separatist,South_Asia,Airports_&_Airlines,Unknown
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Government_(Diplomatic),Assassination
Black_September,Nationalist/Separatist,Middle_East,Utilities,Bombing/Explosion
Black_September,Nationalist/Separatist,Europe,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Proletarian_Action_Group,Other,Europe,Government_(Diplomatic),Facility/Infrastructure_Attack
Lebanese_Socialist_Revolutionary_Organization,Leftist,Middle_East,Business,Hostage_Taking_(Barricade_Incident)
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Military,Assassination
Red_Flag_(Venezuela),Communist/Socialist,South_America,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Black_September,Nationalist/Separatist,Europe,Airports_&_Airlines,Hostage_Taking_(Barricade_Incident)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Government_(General),Assassination
Red_Brigades,Communist/Socialist,Europe,Government_(General),Hostage_Taking_(Kidnapping)
Japanese_Red_Army_(JRA),Communist/Socialist,East_&_Southeast_Asia,Business,Hostage_Taking_(Kidnapping)
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Jewish_Defense_League_(JDL),Religious,Middle_East,Religious_Figures/Institutions,Bombing/Explosion
Jewish_Defense_League_(JDL),Religious,Middle_East,Business,Bombing/Explosion
Jewish_Defense_League_(JDL),Religious,Middle_East,Religious_Figures/Institutions,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Government_(Diplomatic),Assassination
Red_Flag_(Venezuela),Communist/Socialist,South_America,Business,Facility/Infrastructure_Attack
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Assassination
Red_Brigades,Communist/Socialist,Europe,Government_(Diplomatic),Facility/Infrastructure_Attack
Lebanese_Socialist_Revolutionary_Organization,Leftist,Middle_East,Government_(Diplomatic),Assassination
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Hostage_Taking_(Kidnapping)
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Bombing/Explosion
Lebanese_Socialist_Revolutionary_Organization,Leftist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Ulster_Volunteer_Force_(UVF),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Ulster_Volunteer_Force_(UVF),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Middle_East,Educational_Institution,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Airports_&_Airlines,Facility/Infrastructure_Attack
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Airports_&_Airlines,Facility/Infrastructure_Attack
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Airports_&_Airlines,Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Armed_Assault
Black_September,Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Hostage_Taking_(Barricade_Incident)
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Armed_Assault
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Private_Citizens_&_Property,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Armed_Assault
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Transportation,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Lebanese_Socialist_Revolutionary_Organization,Leftist,Middle_East,Government_(Diplomatic),Assassination
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Europe,Other,Bombing/Explosion
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Europe,Journalists_&_Media,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Japanese_Red_Army_(JRA),Communist/Socialist,Europe,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Argentine_Anti-Communist_Alliance,Right-Wing_Conservative,South_America,Military,Assassination
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Red_Brigades,Communist/Socialist,Europe,Business,Facility/Infrastructure_Attack
Red_Brigades,Communist/Socialist,Europe,Government_(Diplomatic),Facility/Infrastructure_Attack
United_Popular_Liberation_Army_of_America,Leftist,North_America,Business,Hostage_Taking_(Kidnapping)
Maruseido_(Marxist_Youth_League),Communist/Socialist,East_&_Southeast_Asia,Government_(Diplomatic),Facility/Infrastructure_Attack
Baader-Meinhof_Group,Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Bombing/Explosion
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Unknown
Maruseido_(Marxist_Youth_League),Communist/Socialist,East_&_Southeast_Asia,Government_(Diplomatic),Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Business,Bombing/Explosion
Youth_Action_Group,Right-Wing_Conservative,Europe,Business,Bombing/Explosion
Youth_Action_Group,Right-Wing_Conservative,Europe,Airports_&_Airlines,Bombing/Explosion
Youth_Action_Group,Right-Wing_Conservative,Europe,Business,Bombing/Explosion
Raul_Sendic_International_Brigade,Other,Europe,Government_(Diplomatic),Assassination
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Middle_East,Business,Bombing/Explosion
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Private_Citizens_&_Property,Armed_Assault
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Private_Citizens_&_Property,Bombing/Explosion
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Government_(Diplomatic),Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Other,Bombing/Explosion
Baader-Meinhof_Group,Communist/Socialist,Europe,Journalists_&_Media,Assassination
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Europe,Airports_&_Airlines,Hostage_Taking_(Barricade_Incident)
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Armed_Assault
Baader-Meinhof_Group,Communist/Socialist,Europe,Business,Bombing/Explosion
Red_Brigades,Communist/Socialist,Europe,Police,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Facility/Infrastructure_Attack
Canary_Islands_Independence_Movement,Nationalist/Separatist,Europe,Private_Citizens_&_Property,Armed_Assault
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Business,Hostage_Taking_(Barricade_Incident)
Red_Flag_(Venezuela),Communist/Socialist,South_America,Government_(General),Assassination
Mahir_Cayan_Suicide_Group,Leftist,Middle_East,Government_(Diplomatic),Bombing/Explosion
Front_for_the_Liberation_of_the_French_Somali_Coast,Nationalist/Separatist,Africa,Government_(Diplomatic),Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Journalists_&_Media,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Other,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Revolutionary_Armed_Forces_of_Colombia_(FARC),Communist/Socialist,South_America,Private_Citizens_&_Property,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Religious_Figures/Institutions,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Religious_Figures/Institutions,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Religious_Figures/Institutions,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Other,Facility/Infrastructure_Attack
Charles_Martel_Group,Right-Wing_Conservative,Europe,Government_(Diplomatic),Bombing/Explosion
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Armed_Assault
Red_Flag_(Venezuela),Communist/Socialist,South_America,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
Red_Flag_(Venezuela),Communist/Socialist,South_America,Government_(General),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Bombing/Explosion
Meinhof-Puig-Antich_Group,Leftist,Europe,Utilities,Bombing/Explosion
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Military,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Peoples_Revolutionary_Party_(PRP),Leftist,Africa,Educational_Institution,Hostage_Taking_(Kidnapping)
Meinhof-Puig-Antich_Group,Leftist,Europe,Business,Bombing/Explosion
Meinhof-Puig-Antich_Group,Leftist,Europe,Government_(Diplomatic),Bombing/Explosion
Meinhof-Puig-Antich_Group,Leftist,Europe,Government_(Diplomatic),Bombing/Explosion
Meinhof-Puig-Antich_Group,Leftist,Europe,Tourists,Bombing/Explosion
Baader-Meinhof_Group,Communist/Socialist,Europe,Business,Assassination
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Terrorists,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Armed_Assault
Ulster_Volunteer_Force_(UVF),Nationalist/Separatist,Europe,Private_Citizens_&_Property,Armed_Assault
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Military,Hostage_Taking_(Kidnapping)
Red_Flag_(Venezuela),Communist/Socialist,South_America,Business,Bombing/Explosion
Red_Flag_(Venezuela),Communist/Socialist,South_America,Government_(General),Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Assassination
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Armed_Assault
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Hostage_Taking_(Kidnapping)
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Business,Hostage_Taking_(Kidnapping)
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Armed_Assault
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Japanese_Red_Army_(JRA),Communist/Socialist,East_&_Southeast_Asia,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Armed_Assault
23rd_of_September_Communist_League,Communist/Socialist,North_America,Business,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Educational_Institution,Bombing/Explosion
23rd_of_September_Communist_League,Communist/Socialist,North_America,Military,Armed_Assault
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Business,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Transportation,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Utilities,Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Business,Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
International_Revolutionary_Action_Group_(GARI),Communist/Socialist,Middle_East,Government_(Diplomatic),Bombing/Explosion
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Assassination
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Assassination
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Assassination
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Assassination
Irish_Republican_Army_(IRA),Nationalist/Separatist,Europe,Business,Hostage_Taking_(Kidnapping)
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Airports_&_Airlines,Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Armed_Assault
First_of_October_Antifascist_Resistance_Group_(GRAPO),Communist/Socialist,Europe,Police,Armed_Assault
Baader-Meinhof_Group,Communist/Socialist,Europe,Government_(Diplomatic),Bombing/Explosion
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Assassination
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Assassination
Justice_Commandos_for_the_Armenian_Genocide,Nationalist/Separatist,Europe,Government_(Diplomatic),Assassination
Justice_Commandos_for_the_Armenian_Genocide,Nationalist/Separatist,Europe,Government_(Diplomatic),Assassination
Moro_National_Liberation_Front_(MNLF),Religious,East_&_Southeast_Asia,Maritime,Hostage_Taking_(Kidnapping)
Democratic_Front_for_the_Liberation_of_Palestine_(DFLP),Nationalist/Separatist,Middle_East,Private_Citizens_&_Property,Bombing/Explosion
23rd_of_September_Communist_League,Communist/Socialist,North_America,Government_(General),Armed_Assault
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Business,Facility/Infrastructure_Attack
Basque_Fatherland_and_Freedom_(ETA),Nationalist/Separatist,Europe,Police,Bombing/Explosion
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Europe,Government_(Diplomatic),Hostage_Taking_(Barricade_Incident)
Polisario_Front,Nationalist/Separatist,Africa,Private_Citizens_&_Property,Hostage_Taking_(Kidnapping)
23rd_of_September_Communist_League,Communist/Socialist,North_America,Police,Armed_Assault
Jewish_Defense_League_(JDL),Religious,Europe,NGO,Facility/Infrastructure_Attack
Popular_Front_for_the_Liberation_of_Palestine_(PFLP),Nationalist/Separatist,Middle_East,Business,Bombing/Explosion
